run_at,name,git,notes,param_fold,param_start,param_end,param_tickers,param_mode,param_stress,param_use_trade_rules,param_horizon_days,metric_fold,metric_tickers,metric_trades,metric_total_return_pct,metric_alpha_pct,metric_sharpe_ratio_daily,metric_nw_tstat_vs_cash,metric_max_drawdown_pct,metric_kill_all_pass,artifact_trades,artifact_equity,artifact_metrics,artifact_breakdown,artifact_attribution,param_allow_shorts,metric_approved_models
2026-04-25T14:45:24+00:00,backtest_walkforward,3167a23,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,45,-9.08,-328.73,-0.181,-0.65,-18.08,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-25T14:48:32+00:00,backtest_walkforward,3167a23,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,32,-8.99,-328.64,-0.185,-0.607,-20.19,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-25T14:50:12+00:00,backtest_walkforward,3167a23,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,30,-10.08,-329.74,-0.227,-0.681,-20.71,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-25T15:06:57+00:00,backtest_walkforward,3167a23,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,68,53.15,-266.5,0.455,1.211,-15.42,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-25T15:36:05+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,116,-4.43,-324.09,0.007,0.021,-26.87,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-25T15:37:08+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,116,-4.43,-324.09,0.007,0.021,-26.87,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-25T15:38:01+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,116,-4.43,-324.09,0.007,0.021,-26.87,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-25T15:40:01+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,116,-4.43,-324.09,0.007,0.021,-26.87,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-25T15:40:47+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,116,-4.43,-324.09,0.007,0.021,-26.87,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-25T15:41:39+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,68,53.15,-266.5,0.455,1.211,-15.42,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-25T15:43:51+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,335,157.07,-162.58,0.765,2.459,-19.58,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-25T15:55:22+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,332,114.2,-205.45,0.646,2.17,-19.58,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,7.0
2026-04-25T15:55:37+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,332,114.2,-205.45,0.646,2.17,-19.58,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,7.0
2026-04-25T16:31:19+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""MU""]",long_only,1.0,False,10,,,330,157.39,-162.27,0.7,2.568,-19.36,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_7tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_7tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_7tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_7tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_7tickers_trade_attribution.csv,False,4.0
2026-04-25T16:56:44+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""GOOGL"", ""META""]",long_only,1.0,False,10,,,233,41.28,-278.38,0.4,1.449,-15.54,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_4tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_4tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_4tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_4tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_4tickers_trade_attribution.csv,False,0.0
2026-04-25T17:25:30+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,179,36.73,-282.92,0.387,1.332,-15.39,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-26T05:10:08+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,698,300.29,-19.37,0.636,2.567,-31.94,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-26T05:11:27+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,100,9.54,-310.12,0.129,0.706,-24.42,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-26T05:12:19+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,762,407.57,87.91,0.704,2.817,-31.95,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-26T05:17:09+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,200,33.21,-286.44,0.465,1.608,-17.85,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-26T05:18:19+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,200,33.21,-286.44,0.465,1.608,-17.85,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-26T05:30:07+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,231,29.35,-290.31,0.373,1.369,-20.66,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-26T05:31:43+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,585,19.64,-300.02,0.196,0.698,-31.75,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-26T05:32:57+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,252,25.47,-294.19,0.317,1.152,-24.42,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
