run_at,name,git,notes,param_fold,param_start,param_end,param_tickers,param_mode,param_stress,param_use_trade_rules,param_horizon_days,metric_fold,metric_tickers,metric_trades,metric_total_return_pct,metric_alpha_pct,metric_sharpe_ratio_daily,metric_nw_tstat_vs_cash,metric_max_drawdown_pct,metric_kill_all_pass,artifact_trades,artifact_equity,artifact_metrics,artifact_breakdown,artifact_attribution,param_allow_shorts,metric_approved_models,param_horizons,param_execution_horizon,param_weights,artifact_component_predictions_dir,artifact_edge_audit,metric_daily_rank_ic_mean,metric_daily_rank_ic_tstat,artifact_daily_rank_ic
2026-04-26T08:37:50+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT""]",long_only,1.0,False,10.0,,,132,205.37,-858.88,0.951,4.027,-14.22,True,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_trade_attribution.csv,False,1.0,,,,,,,,
2026-04-26T08:39:17+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT""]",long_only,1.0,False,10.0,,,132,205.37,-858.88,0.951,4.027,-14.22,True,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_trade_attribution.csv,False,1.0,,,,,,,,
2026-04-26T08:42:43+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10.0,,,1820,224.99,-839.27,0.818,4.211,-13.08,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,7.0,,,,,,,,
2026-04-26T08:51:55+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT""]",long_only,1.0,False,10.0,,,132,205.37,-858.88,0.951,4.027,-14.22,True,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_trade_attribution.csv,False,8.0,,,,,,,,
2026-04-26T08:52:33+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10.0,,,1799,259.59,-804.66,0.886,4.561,-11.74,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,5.0,,,,,,,,
2026-04-26T08:53:06+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,15.0,,,2068,225.36,-838.9,0.787,4.093,-12.26,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,5.0,,,,,,,,
2026-04-26T08:53:40+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,20.0,,,2058,226.92,-837.34,0.718,3.862,-12.44,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,5.0,,,,,,,,
2026-04-26T08:55:17+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10.0,,,1825,300.09,-764.16,0.919,4.733,-12.05,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,5.0,,,,,,,,
2026-04-26T08:57:32+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT""]",long_only,1.0,False,10.0,,,132,205.37,-858.88,0.951,4.027,-14.22,True,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_trade_attribution.csv,False,6.0,,,,,,,,
2026-04-26T09:03:12+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10.0,,,1835,317.01,-747.25,0.94,4.89,-14.44,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,5.0,,,,,,,,
2026-04-26T09:10:21+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10.0,,,1820,224.99,-839.27,0.818,4.211,-13.08,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,7.0,,,,,,,,
2026-04-26T09:13:47+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,15.0,,,2090,379.13,-685.13,0.849,4.292,-13.58,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,5.0,,,,,,,,
2026-04-26T09:48:50+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,15.0,,,1964,329.54,-734.72,0.813,3.994,-14.25,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,4.0,,,,,,,,
2026-04-26T09:54:06+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10.0,,,2121,413.92,-650.33,0.947,4.571,-12.92,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,3.0,,,,,,,,
2026-04-26T09:54:39+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,15.0,,,1712,363.94,-700.31,0.842,4.145,-13.29,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,2.0,,,,,,,,
2026-04-26T09:55:12+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,20.0,,,2072,417.14,-647.12,0.881,4.399,-12.54,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,3.0,,,,,,,,
2026-04-26T10:01:14+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,15.0,,,2047,327.38,-736.88,0.837,4.174,-12.83,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,4.0,,,,,,,,
2026-04-26T10:04:55+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10.0,,,1790,322.88,-741.38,0.841,4.009,-14.8,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,5.0,,,,,,,,
2026-04-26T10:07:03+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10.0,,,1795,355.41,-708.85,0.861,4.193,-18.74,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,4.0,,,,,,,,
2026-04-26T10:25:59+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10.0,,,1815,278.63,-785.63,0.803,3.862,-13.9,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,2.0,,,,,,,,
2026-04-26T10:33:16+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10.0,,,1301,374.44,-689.81,0.874,4.172,-18.59,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,2.0,,,,,,,,
2026-04-26T10:33:49+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,15.0,,,1631,424.07,-640.19,0.856,4.216,-17.44,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,1.0,,,,,,,,
2026-04-26T10:34:21+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,20.0,,,1571,467.89,-596.37,0.903,4.395,-21.01,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,3.0,,,,,,,,
2026-04-26T10:36:56+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10.0,,,0,312.35,-751.9,0.941,3.902,-16.24,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_trade_attribution.csv,False,0.0,,,,,,,,
2026-04-26T10:39:08+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10.0,,,4265,-72.76,-1137.02,-0.479,-2.697,-84.45,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_trade_attribution.csv,False,0.0,,,,,,,,
2026-04-26T10:41:53+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10.0,,,3602,-65.85,-1130.11,-0.371,-2.203,-80.3,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_trade_attribution.csv,False,0.0,,,,,,,,
2026-04-26T10:43:09+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT""]",long_only,1.0,False,10.0,,,132,368.55,-695.71,0.966,4.073,-18.0,True,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_trade_attribution.csv,False,1.0,,,,,,,,
2026-04-26T10:43:34+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10.0,,,3526,-46.68,-1110.93,-0.204,-1.174,-69.41,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_trade_attribution.csv,False,0.0,,,,,,,,
2026-04-26T10:45:13+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10.0,,,3526,-46.68,-1110.93,-0.204,-1.174,-69.41,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_trade_attribution.csv,False,0.0,,,,,,,,
2026-04-26T10:46:09+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10.0,,,3408,-58.82,-1123.07,-0.317,-1.791,-75.94,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_trade_attribution.csv,False,0.0,,,,,,,,
2026-04-26T10:46:48+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,15.0,,,2452,201.72,-862.54,0.622,3.232,-15.04,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_trade_attribution.csv,False,1.0,,,,,,,,
2026-04-26T10:47:18+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10.0,,,2221,386.91,-677.35,0.893,4.443,-12.66,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_trade_attribution.csv,False,8.0,,,,,,,,
2026-04-26T10:47:24+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,20.0,,,1580,517.6,-546.66,0.938,4.629,-15.8,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_15tickers_trade_attribution.csv,False,4.0,,,,,,,,
